session_id,user_id,device,region,channel,product_category,session_start,session_end,session_date,day_of_week,session_duration_mins,reached_browse,reached_cart,reached_checkout,reached_purchase,furthest_stage,furthest_stage_num,revenue,converted
SES-00760,USR-00760,Tablet,East,Email,Home,2025-12-21 20:44:57.1667200,2025-12-21 20:48:57.1667200,2025-12-21,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00761,USR-00761,Mobile,West,Google Ads,Sports,2025-12-18 13:50:16.2661420,2025-12-18 13:57:16.2661420,2025-12-18,Thursday,7.000000,1,1,1,1,Purchase,4,259.47,Converted
SES-00762,USR-00762,Tablet,East,Google Ads,Electronics,2025-12-16 06:30:41.6450600,2025-12-16 06:39:41.6450600,2025-12-16,Tuesday,9.000000,1,1,1,1,Purchase,4,400.98,Converted
SES-00763,USR-00763,Desktop,South,Social Media,Home,2026-01-08 05:50:57.1740350,2026-01-08 05:53:57.1740350,2026-01-08,Thursday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00764,USR-00764,Mobile,North,Google Ads,Home,2025-12-10 15:45:21.1308800,2025-12-10 15:49:21.1308800,2025-12-10,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00765,USR-00765,Desktop,North,Social Media,Sports,2025-12-16 15:17:20.7563750,2025-12-16 15:17:20.7563750,2025-12-16,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00766,USR-00766,Desktop,East,Organic,Fashion,2026-01-07 13:22:39.9005010,2026-01-07 13:25:39.9005010,2026-01-07,Wednesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00767,USR-00767,Mobile,South,Organic,Sports,2025-12-24 15:16:34.1708470,2025-12-24 15:26:34.1708470,2025-12-24,Wednesday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00768,USR-00768,Desktop,North,Social Media,Sports,2025-12-18 11:34:54.5742710,2025-12-18 11:34:54.5742710,2025-12-18,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00769,USR-00769,Mobile,West,Google Ads,Beauty,2025-12-29 00:21:40.8948210,2025-12-29 00:21:40.8948210,2025-12-29,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00770,USR-00770,Tablet,North,Social Media,Home,2026-01-05 13:23:39.6228120,2026-01-05 13:30:39.6228120,2026-01-05,Monday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00771,USR-00771,Desktop,West,Social Media,Electronics,2026-01-02 08:50:22.5563720,2026-01-02 08:50:22.5563720,2026-01-02,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00772,USR-00772,Mobile,East,Google Ads,Home,2025-12-25 09:27:21.7612740,2025-12-25 09:32:21.7612740,2025-12-25,Thursday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00773,USR-00773,Tablet,South,Social Media,Fashion,2025-12-20 17:08:01.3744760,2025-12-20 17:08:01.3744760,2025-12-20,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00774,USR-00774,Tablet,East,Social Media,Home,2026-01-08 01:09:40.5833460,2026-01-08 01:13:40.5833460,2026-01-08,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00775,USR-00775,Tablet,East,Social Media,Fashion,2025-12-27 03:21:09.8534810,2025-12-27 03:28:09.8534810,2025-12-27,Saturday,7.000000,1,1,1,1,Purchase,4,287.06,Converted
SES-00776,USR-00776,Desktop,East,Google Ads,Sports,2025-12-11 12:33:04.0335200,2025-12-11 12:41:04.0335200,2025-12-11,Thursday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00777,USR-00777,Desktop,South,Organic,Beauty,2025-12-13 17:31:21.9515920,2025-12-13 17:35:21.9515920,2025-12-13,Saturday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00778,USR-00778,Desktop,East,Organic,Home,2026-01-04 12:06:04.6247010,2026-01-04 12:11:04.6247010,2026-01-04,Sunday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00779,USR-00779,Desktop,South,Email,Fashion,2025-12-11 22:20:40.2536430,2025-12-11 22:20:40.2536430,2025-12-11,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00780,USR-00780,Tablet,East,Google Ads,Electronics,2025-12-25 02:15:17.3150260,2025-12-25 02:21:17.3150260,2025-12-25,Thursday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00781,USR-00781,Tablet,North,Organic,Home,2025-12-10 08:53:41.8628190,2025-12-10 08:58:41.8628190,2025-12-10,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00782,USR-00782,Mobile,East,Organic,Electronics,2025-12-28 14:16:35.2744410,2025-12-28 14:16:35.2744410,2025-12-28,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00783,USR-00783,Tablet,West,Email,Home,2025-12-19 16:37:29.9688580,2025-12-19 16:37:29.9688580,2025-12-19,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00784,USR-00784,Tablet,North,Email,Home,2026-01-02 11:11:05.4584570,2026-01-02 11:11:05.4584570,2026-01-02,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00785,USR-00785,Mobile,West,Social Media,Sports,2025-12-27 18:01:38.0030140,2025-12-27 18:05:38.0030140,2025-12-27,Saturday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00786,USR-00786,Desktop,East,Email,Home,2026-01-03 13:42:38.6717680,2026-01-03 13:42:38.6717680,2026-01-03,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00787,USR-00787,Desktop,South,Organic,Electronics,2025-12-21 20:32:30.9810830,2025-12-21 20:34:30.9810830,2025-12-21,Sunday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00788,USR-00788,Mobile,East,Organic,Electronics,2025-12-26 15:51:29.1987450,2025-12-26 15:55:29.1987450,2025-12-26,Friday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00789,USR-00789,Mobile,North,Organic,Sports,2026-01-02 12:22:56.6701560,2026-01-02 12:34:56.6701560,2026-01-02,Friday,12.000000,1,1,1,1,Purchase,4,374.85,Converted
SES-00790,USR-00790,Tablet,West,Organic,Fashion,2025-12-29 10:00:59.9302320,2025-12-29 10:05:59.9302320,2025-12-29,Monday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00791,USR-00791,Mobile,West,Organic,Fashion,2025-12-27 23:55:41.3928640,2025-12-27 23:55:41.3928640,2025-12-27,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00792,USR-00792,Tablet,South,Google Ads,Electronics,2025-12-13 05:04:42.2256380,2025-12-13 05:09:42.2256380,2025-12-13,Saturday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00793,USR-00793,Tablet,West,Social Media,Fashion,2026-01-05 15:18:48.8350310,2026-01-05 15:20:48.8350310,2026-01-05,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00794,USR-00794,Mobile,South,Email,Home,2025-12-24 17:25:57.3200910,2025-12-24 17:30:57.3200910,2025-12-24,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00795,USR-00795,Desktop,North,Social Media,Sports,2025-12-23 11:51:14.5305670,2025-12-23 11:51:14.5305670,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00796,USR-00796,Mobile,West,Social Media,Electronics,2025-12-26 12:26:33.8396240,2025-12-26 12:38:33.8396240,2025-12-26,Friday,12.000000,1,1,1,1,Purchase,4,372.31,Converted
SES-00797,USR-00797,Desktop,West,Email,Electronics,2025-12-31 09:56:09.4682510,2025-12-31 10:01:09.4682510,2025-12-31,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00798,USR-00798,Desktop,South,Organic,Sports,2026-01-05 10:08:20.5658180,2026-01-05 10:08:20.5658180,2026-01-05,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00799,USR-00799,Desktop,East,Google Ads,Beauty,2025-12-18 06:53:14.5618200,2025-12-18 07:04:14.5618200,2025-12-18,Thursday,11.000000,1,1,1,1,Purchase,4,220.89,Converted
SES-00800,USR-00800,Mobile,East,Email,Beauty,2026-01-04 19:47:00.5716200,2026-01-04 19:50:00.5716200,2026-01-04,Sunday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00801,USR-00801,Mobile,East,Email,Beauty,2025-12-25 14:54:28.1977160,2025-12-25 14:54:28.1977160,2025-12-25,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00802,USR-00802,Desktop,North,Social Media,Beauty,2026-01-03 16:08:47.1767080,2026-01-03 16:19:47.1767080,2026-01-03,Saturday,11.000000,1,1,1,1,Purchase,4,281.16,Converted
SES-00803,USR-00803,Mobile,East,Google Ads,Home,2025-12-23 13:41:34.9672800,2025-12-23 13:43:34.9672800,2025-12-23,Tuesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00804,USR-00804,Tablet,East,Organic,Home,2025-12-16 17:46:44.3233660,2025-12-16 17:50:44.3233660,2025-12-16,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00805,USR-00805,Desktop,East,Google Ads,Beauty,2025-12-11 02:27:56.4932070,2025-12-11 02:34:56.4932070,2025-12-11,Thursday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00806,USR-00806,Tablet,South,Social Media,Electronics,2026-01-07 06:36:13.5141210,2026-01-07 06:40:13.5141210,2026-01-07,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00807,USR-00807,Desktop,East,Social Media,Electronics,2025-12-12 07:33:46.5087460,2025-12-12 07:35:46.5087460,2025-12-12,Friday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00808,USR-00808,Tablet,West,Email,Electronics,2025-12-15 05:45:39.4058120,2025-12-15 05:52:39.4058120,2025-12-15,Monday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00809,USR-00809,Mobile,South,Organic,Electronics,2025-12-28 07:22:53.0830500,2025-12-28 07:25:53.0830500,2025-12-28,Sunday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00810,USR-00810,Tablet,South,Google Ads,Sports,2025-12-22 00:48:03.6557110,2025-12-22 00:52:03.6557110,2025-12-22,Monday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00811,USR-00811,Mobile,South,Organic,Sports,2025-12-18 22:55:23.1761050,2025-12-18 22:59:23.1761050,2025-12-18,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00812,USR-00812,Tablet,North,Social Media,Home,2025-12-10 16:47:37.7520660,2025-12-10 16:52:37.7520660,2025-12-10,Wednesday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00813,USR-00813,Mobile,North,Google Ads,Electronics,2026-01-03 07:25:12.9411870,2026-01-03 07:35:12.9411870,2026-01-03,Saturday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00814,USR-00814,Tablet,North,Google Ads,Home,2025-12-31 16:15:49.5256950,2025-12-31 16:18:49.5256950,2025-12-31,Wednesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00815,USR-00815,Tablet,West,Organic,Beauty,2025-12-28 07:39:44.6692560,2025-12-28 07:43:44.6692560,2025-12-28,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00816,USR-00816,Desktop,West,Google Ads,Beauty,2025-12-31 02:54:20.3512280,2025-12-31 02:59:20.3512280,2025-12-31,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00817,USR-00817,Desktop,South,Organic,Beauty,2025-12-25 14:32:34.5085120,2025-12-25 14:32:34.5085120,2025-12-25,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00818,USR-00818,Desktop,South,Organic,Sports,2025-12-12 10:37:14.6670050,2025-12-12 10:37:14.6670050,2025-12-12,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00819,USR-00819,Tablet,South,Organic,Beauty,2025-12-09 23:49:40.9645680,2025-12-09 23:49:40.9645680,2025-12-09,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00820,USR-00820,Desktop,South,Social Media,Electronics,2026-01-05 19:01:09.8721030,2026-01-05 19:04:09.8721030,2026-01-05,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00821,USR-00821,Desktop,North,Social Media,Electronics,2025-12-17 02:21:49.2736330,2025-12-17 02:21:49.2736330,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00822,USR-00822,Desktop,North,Social Media,Electronics,2025-12-20 10:30:07.3817820,2025-12-20 10:34:07.3817820,2025-12-20,Saturday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00823,USR-00823,Tablet,West,Organic,Beauty,2025-12-29 22:21:31.5485900,2025-12-29 22:28:31.5485900,2025-12-29,Monday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00824,USR-00824,Mobile,West,Email,Fashion,2026-01-03 09:37:59.3048100,2026-01-03 09:45:59.3048100,2026-01-03,Saturday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00825,USR-00825,Mobile,North,Google Ads,Sports,2025-12-24 20:24:09.6409750,2025-12-24 20:26:09.6409750,2025-12-24,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00826,USR-00826,Mobile,South,Social Media,Home,2026-01-02 18:41:30.4698310,2026-01-02 18:45:30.4698310,2026-01-02,Friday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00827,USR-00827,Tablet,North,Social Media,Electronics,2026-01-02 15:20:30.4239670,2026-01-02 15:24:30.4239670,2026-01-02,Friday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00828,USR-00828,Tablet,South,Email,Electronics,2025-12-18 05:14:59.3454360,2025-12-18 05:19:59.3454360,2025-12-18,Thursday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00829,USR-00829,Mobile,West,Email,Sports,2025-12-22 16:14:05.2778170,2025-12-22 16:21:05.2778170,2025-12-22,Monday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00830,USR-00830,Mobile,East,Social Media,Electronics,2025-12-13 06:35:57.6743590,2025-12-13 06:35:57.6743590,2025-12-13,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00831,USR-00831,Desktop,East,Organic,Sports,2025-12-27 01:24:04.0761880,2025-12-27 01:29:04.0761880,2025-12-27,Saturday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00832,USR-00832,Mobile,North,Organic,Electronics,2025-12-12 14:59:55.0043910,2025-12-12 15:08:55.0043910,2025-12-12,Friday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00833,USR-00833,Desktop,East,Email,Sports,2025-12-25 03:21:52.4393540,2025-12-25 03:27:52.4393540,2025-12-25,Thursday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00834,USR-00834,Tablet,South,Google Ads,Sports,2025-12-19 21:38:22.3155280,2025-12-19 21:41:22.3155280,2025-12-19,Friday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00835,USR-00835,Desktop,South,Organic,Home,2025-12-25 10:49:09.7470480,2025-12-25 10:58:09.7470480,2025-12-25,Thursday,9.000000,1,1,1,1,Purchase,4,315.12,Converted
SES-00836,USR-00836,Tablet,North,Organic,Electronics,2025-12-17 09:43:27.1620040,2025-12-17 09:45:27.1620040,2025-12-17,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00837,USR-00837,Desktop,South,Email,Fashion,2026-01-07 06:31:18.3291160,2026-01-07 06:40:18.3291160,2026-01-07,Wednesday,9.000000,1,1,1,1,Purchase,4,396.36,Converted
SES-00838,USR-00838,Desktop,South,Organic,Home,2025-12-10 04:09:34.2381400,2025-12-10 04:15:34.2381400,2025-12-10,Wednesday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00839,USR-00839,Mobile,North,Organic,Home,2026-01-04 11:58:56.5521120,2026-01-04 11:58:56.5521120,2026-01-04,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00840,USR-00840,Desktop,East,Organic,Beauty,2026-01-07 13:34:52.1655380,2026-01-07 13:43:52.1655380,2026-01-07,Wednesday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00841,USR-00841,Mobile,West,Organic,Sports,2025-12-30 18:32:57.3192930,2025-12-30 18:32:57.3192930,2025-12-30,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00842,USR-00842,Tablet,West,Organic,Fashion,2025-12-24 08:33:49.0559510,2025-12-24 08:40:49.0559510,2025-12-24,Wednesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00843,USR-00843,Desktop,South,Social Media,Fashion,2026-01-07 20:42:31.5455160,2026-01-07 20:46:31.5455160,2026-01-07,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00844,USR-00844,Desktop,North,Email,Home,2025-12-30 03:29:15.2688150,2025-12-30 03:39:15.2688150,2025-12-30,Tuesday,10.000000,1,1,1,1,Purchase,4,388.81,Converted
SES-00845,USR-00845,Desktop,North,Organic,Beauty,2025-12-16 12:21:59.5697090,2025-12-16 12:26:59.5697090,2025-12-16,Tuesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00846,USR-00846,Mobile,South,Email,Fashion,2026-01-04 01:48:18.4868820,2026-01-04 01:48:18.4868820,2026-01-04,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00847,USR-00847,Tablet,South,Social Media,Beauty,2025-12-21 21:13:43.1112910,2025-12-21 21:13:43.1112910,2025-12-21,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00848,USR-00848,Mobile,East,Google Ads,Electronics,2025-12-27 13:30:49.1178760,2025-12-27 13:30:49.1178760,2025-12-27,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00849,USR-00849,Mobile,East,Email,Fashion,2025-12-24 22:09:50.1733070,2025-12-24 22:15:50.1733070,2025-12-24,Wednesday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00850,USR-00850,Desktop,East,Social Media,Fashion,2025-12-23 12:26:34.7084800,2025-12-23 12:28:34.7084800,2025-12-23,Tuesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00851,USR-00851,Desktop,East,Organic,Home,2026-01-02 15:30:13.3290690,2026-01-02 15:38:13.3290690,2026-01-02,Friday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00852,USR-00852,Mobile,East,Organic,Beauty,2025-12-20 20:42:09.6067250,2025-12-20 20:48:09.6067250,2025-12-20,Saturday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00853,USR-00853,Mobile,North,Email,Sports,2025-12-30 10:07:15.7354610,2025-12-30 10:11:15.7354610,2025-12-30,Tuesday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00854,USR-00854,Desktop,North,Google Ads,Beauty,2025-12-29 06:46:43.6983760,2025-12-29 06:50:43.6983760,2025-12-29,Monday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00855,USR-00855,Tablet,South,Google Ads,Electronics,2025-12-25 09:16:31.4100020,2025-12-25 09:27:31.4100020,2025-12-25,Thursday,11.000000,1,1,1,1,Purchase,4,54.89,Converted
SES-00856,USR-00856,Mobile,East,Email,Sports,2026-01-05 08:34:26.9638260,2026-01-05 08:34:26.9638260,2026-01-05,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00857,USR-00857,Tablet,East,Email,Sports,2025-12-23 06:33:36.7997170,2025-12-23 06:37:36.7997170,2025-12-23,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00858,USR-00858,Mobile,North,Organic,Beauty,2025-12-22 16:09:40.5211710,2025-12-22 16:09:40.5211710,2025-12-22,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00859,USR-00859,Tablet,East,Google Ads,Home,2025-12-15 02:17:16.1754170,2025-12-15 02:21:16.1754170,2025-12-15,Monday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00860,USR-00860,Tablet,South,Google Ads,Electronics,2025-12-24 23:28:21.9521930,2025-12-24 23:38:21.9521930,2025-12-24,Wednesday,10.000000,1,1,1,1,Purchase,4,305.00,Converted
SES-00861,USR-00861,Tablet,North,Organic,Fashion,2026-01-07 14:11:20.4340350,2026-01-07 14:16:20.4340350,2026-01-07,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00862,USR-00862,Tablet,East,Google Ads,Electronics,2025-12-11 08:36:16.3804720,2025-12-11 08:40:16.3804720,2025-12-11,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00863,USR-00863,Desktop,South,Organic,Electronics,2025-12-30 04:32:46.2291920,2025-12-30 04:32:46.2291920,2025-12-30,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00864,USR-00864,Desktop,South,Social Media,Sports,2025-12-13 21:06:42.8904020,2025-12-13 21:06:42.8904020,2025-12-13,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00865,USR-00865,Mobile,East,Organic,Electronics,2025-12-29 06:22:50.5258130,2025-12-29 06:22:50.5258130,2025-12-29,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00866,USR-00866,Tablet,East,Email,Fashion,2026-01-08 03:54:43.7180950,2026-01-08 03:54:43.7180950,2026-01-08,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00867,USR-00867,Desktop,West,Google Ads,Beauty,2026-01-01 02:34:57.9991040,2026-01-01 02:34:57.9991040,2026-01-01,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00868,USR-00868,Desktop,East,Organic,Home,2026-01-02 23:46:58.9650100,2026-01-02 23:52:58.9650100,2026-01-02,Friday,6.000000,1,1,1,1,Purchase,4,309.04,Converted
SES-00869,USR-00869,Mobile,South,Organic,Electronics,2025-12-30 09:35:08.6790140,2025-12-30 09:39:08.6790140,2025-12-30,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00870,USR-00870,Desktop,South,Social Media,Home,2026-01-02 16:03:33.6658610,2026-01-02 16:14:33.6658610,2026-01-02,Friday,11.000000,1,1,1,1,Purchase,4,61.46,Converted
SES-00871,USR-00871,Tablet,East,Google Ads,Home,2025-12-21 19:50:07.2111220,2025-12-21 19:50:07.2111220,2025-12-21,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00872,USR-00872,Tablet,North,Email,Home,2025-12-22 17:21:10.0589760,2025-12-22 17:23:10.0589760,2025-12-22,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00873,USR-00873,Tablet,East,Google Ads,Electronics,2026-01-03 21:40:45.8510790,2026-01-03 21:40:45.8510790,2026-01-03,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00874,USR-00874,Tablet,West,Email,Electronics,2026-01-06 05:38:24.6536650,2026-01-06 05:38:24.6536650,2026-01-06,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00875,USR-00875,Desktop,North,Organic,Fashion,2025-12-27 18:22:31.0723740,2025-12-27 18:28:31.0723740,2025-12-27,Saturday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00876,USR-00876,Desktop,East,Email,Home,2025-12-24 16:48:09.1650700,2025-12-24 16:48:09.1650700,2025-12-24,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00877,USR-00877,Desktop,West,Organic,Sports,2025-12-16 05:49:36.2533880,2025-12-16 05:53:36.2533880,2025-12-16,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00878,USR-00878,Tablet,East,Email,Electronics,2026-01-07 13:39:15.3033310,2026-01-07 13:44:15.3033310,2026-01-07,Wednesday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00879,USR-00879,Desktop,East,Organic,Home,2025-12-24 12:46:59.0934330,2025-12-24 12:49:59.0934330,2025-12-24,Wednesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00880,USR-00880,Desktop,South,Google Ads,Sports,2025-12-25 06:13:40.1144110,2025-12-25 06:25:40.1144110,2025-12-25,Thursday,12.000000,1,1,1,1,Purchase,4,127.26,Converted
SES-00881,USR-00881,Desktop,East,Organic,Home,2025-12-23 07:25:53.6185180,2025-12-23 07:34:53.6185180,2025-12-23,Tuesday,9.000000,1,1,1,1,Purchase,4,175.20,Converted
SES-00882,USR-00882,Desktop,West,Email,Electronics,2025-12-31 10:16:57.9894160,2025-12-31 10:16:57.9894160,2025-12-31,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00883,USR-00883,Desktop,East,Email,Electronics,2025-12-31 14:44:35.2247400,2025-12-31 14:56:35.2247400,2025-12-31,Wednesday,12.000000,1,1,1,1,Purchase,4,192.73,Converted
SES-00884,USR-00884,Tablet,West,Google Ads,Fashion,2025-12-22 14:20:23.3951110,2025-12-22 14:22:23.3951110,2025-12-22,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00885,USR-00885,Mobile,North,Organic,Electronics,2026-01-06 07:23:46.9105840,2026-01-06 07:27:46.9105840,2026-01-06,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00886,USR-00886,Tablet,East,Google Ads,Fashion,2025-12-22 09:29:10.1974930,2025-12-22 09:29:10.1974930,2025-12-22,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00887,USR-00887,Mobile,North,Google Ads,Sports,2026-01-03 08:05:41.4748490,2026-01-03 08:07:41.4748490,2026-01-03,Saturday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00888,USR-00888,Desktop,East,Organic,Electronics,2025-12-13 23:25:54.6300480,2025-12-13 23:25:54.6300480,2025-12-13,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-00889,USR-00889,Desktop,South,Social Media,Electronics,2025-12-29 14:35:00.0974320,2025-12-29 14:37:00.0974320,2025-12-29,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00890,USR-00890,Tablet,South,Organic,Electronics,2025-12-16 05:21:28.9004630,2025-12-16 05:24:28.9004630,2025-12-16,Tuesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00891,USR-00891,Desktop,East,Email,Fashion,2026-01-02 19:28:35.2739240,2026-01-02 19:30:35.2739240,2026-01-02,Friday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00892,USR-00892,Mobile,South,Organic,Sports,2025-12-17 07:05:23.0058930,2025-12-17 07:15:23.0058930,2025-12-17,Wednesday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-00893,USR-00893,Mobile,East,Social Media,Beauty,2025-12-31 06:58:44.4135030,2025-12-31 07:02:44.4135030,2025-12-31,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-00894,USR-00894,Mobile,North,Email,Sports,2026-01-01 07:27:15.0823310,2026-01-01 07:30:15.0823310,2026-01-01,Thursday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
